,Unnamed: 0,Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,About,IsEnglish,TokenWords
1019,4499,"4,500th",B+ ,MyMissAnand,88,896058,143644455,"Welcome to my channel ""MissAnand"".
On my channel you will find fashion with fun videos, outfit of the day videos, amazing hairstyle videos and lot more. So, don't forget to subscribe!

BUSINESS INQUIRY ONLY: MyMissAnand@shrutiarjunanand.com

~ Miss Anand

Owned & Managed By: ShrutiArjunAnand Digital Media Pvt. Ltd.

DISCLAIMER: The information provided on this channel and its videos is for general purposes only and should NOT be considered as professional advice. We are NOT a licensed or a medical practitioner so always consult professional help. We always try to keep our channel & its content updated but cannot guarantee it. All sponsored videos published on this channel are mentioned in the video and/or its description box. The content published on this channel is our own creative work protected under copyright law.",True,"['Welcome', 'to', 'my', 'channel', 'MissAnand', 'On', 'my', 'channel', 'you', 'will', 'find', 'fashion', 'with', 'fun', 'videos', 'outfit', 'of', 'the', 'day', 'videos', 'amazing', 'hairstyle', 'videos', 'and', 'lot', 'more', 'So', 'do', 'forget', 'to', 'subscribe', 'BUSINESS', 'INQUIRY', 'ONLY', 'MyMissAnand', 'Miss', 'Anand', 'Owned', 'Managed', 'By', 'ShrutiArjunAnand', 'Digital', 'Media', 'Pvt', 'DISCLAIMER', 'The', 'information', 'provided', 'on', 'this', 'channel', 'and', 'its', 'videos', 'is', 'for', 'general', 'purposes', 'only', 'and', 'should', 'NOT', 'be', 'considered', 'as', 'professional', 'advice', 'We', 'are', 'NOT', 'a', 'licensed', 'or', 'a', 'medical', 'practitioner', 'so', 'always', 'consult', 'professional', 'help', 'We', 'always', 'try', 'to', 'keep', 'our', 'channel', 'its', 'content', 'updated', 'but', 'can', 'not', 'guarantee', 'it', 'All', 'sponsored', 'videos', 'published', 'on', 'this', 'channel', 'are', 'mentioned', 'in', 'the', 'video', 'its', 'description', 'box', 'The', 'content', 'published', 'on', 'this', 'channel', 'is', 'our', 'own', 'creative', 'work', 'protected', 'under', 'copyright', 'law']"
1020,4507,"4,508th",B+ ,TwiinsCuliacanTv,5486,2147573,1566419300,"Bienvenido al canal mas alterado en YouTube!! Te invitamos a que te suscribas para que estes al tanto de la nueva musica mas alterada y disfrutes lo que hacemos para ti. -TWIINS
En este canal encontraras canciones,corridos,romanticas,cumbias,shows de comedia,moda,album raleases,y mucho mas......  todo un estilo de vida,esperamos y nos visites en nuestras paginas oficiales www.twiinsmusicgroup.com, www.twiinsstore.com, www.facebook.com/twiinsmusicgroup",False,"['Bienvenido', 'al', 'canal', 'mas', 'alterado', 'en', 'YouTube', 'Te', 'invitamos', 'a', 'que', 'te', 'suscribas', 'para', 'que', 'estes', 'al', 'tanto', 'de', 'la', 'nueva', 'musica', 'mas', 'alterada', 'y', 'disfrutes', 'lo', 'que', 'hacemos', 'para', 'ti', 'En', 'este', 'canal', 'encontraras', 'canciones', 'corridos', 'romanticas', 'cumbias', 'shows', 'de', 'comedia', 'moda', 'album', 'raleases', 'y', 'mucho', 'mas', 'todo', 'un', 'estilo', 'de', 'vida', 'esperamos', 'y', 'nos', 'visites', 'en', 'nuestras', 'paginas', 'oficiales']"
1021,4508,"4,509th",B+ ,PrankInvasion,56,3560074,453201535,"Send Product Review Requests, Business Requests, and Advertising Inquiries to: prankinvasion@gmail.com",True,"['Send', 'Product', 'Review', 'Requests', 'Business', 'Requests', 'and', 'Advertising', 'Inquiries', 'to', 'prankinvasion']"
1022,4510,"4,511th",B+ ,NickJonasVEVO,84,2179850,727144814,"Nick Jonas on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Nick', 'Jonas', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
1023,4515,"4,516th",B+ ,DilsinhoVEVO,54,930141,412052134,"Dilsinho na Vevo - Videoclipes oficiais, Lyric Videos, Performances Ao Vivo, Entrevistas e mais...",False,"['Dilsinho', 'na', 'Vevo', 'Videoclipes', 'oficiais', 'Lyric', 'Videos', 'Performances', 'Ao', 'Vivo', 'Entrevistas', 'e', 'mais']"
1024,4518,"4,519th",B+ ,People are Awesome,478,2821109,598390543,Incredible videos of people doing awesome things! The original and the best People are Awesome videos. ,True,"['Incredible', 'videos', 'of', 'people', 'doing', 'awesome', 'things', 'The', 'original', 'and', 'the', 'best', 'People', 'are', 'Awesome', 'videos']"
1025,4527,"4,528th",B+ ,RioromaVEVO,93,2457940,1458247020,"Rio Roma en Vevo  Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos mas...",False,"['Rio', 'Roma', 'en', 'Vevo', 'Videoclips', 'oficiales', 'Lyric', 'videos', 'Sesiones', 'en', 'vivo', 'Entrevistas', 'y', 'muchos', 'mas']"
1026,4528,"4,529th",B+ ,AerosmithVEVO,85,1436586,1463346223,"Aerosmith on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Aerosmith', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
1027,4532,"4,533rd",B+ ,iGameplay1337,22803,1273799,1151618614,"Welcome to Top100 Gaming Channel. More than 22.000 videos.

Quality: 4K - 60 Fps, powered by Elgato 4K Pro

Platforms : 

- Android
- iOS: iPhone / iPad Pro / Apple TV
- PlayStation 1 / 2 / 3 / 4 - PS Vita
- Xbox 360 / Xbox One X
- Nintendo Switch / Wii U / 3DS
- macOS
- W10",False,"['Welcome', 'to', 'Top100', 'Gaming', 'Channel', 'More', 'than', 'videos', 'Quality', '4K', '60', 'Fps', 'powered', 'by', 'Elgato', '4K', 'Pro', 'Platforms', 'Android', 'iOS', 'iPhone', 'iPad', 'Pro', 'Apple', 'TV', 'PlayStation', '1', '2', '3', '4', 'PS', 'Vita', 'Xbox', '360', 'Xbox', 'One', 'X', 'Nintendo', 'Switch', 'Wii', 'U', '3DS', 'macOS', 'W10']"
1028,4539,"4,540th",B+ ,Wylsacom,1691,5995106,1214105642,",                 . !
   - https://wylsa.com/
     https://wylsacom.media/",False,[]
1029,4542,"4,543rd",B+ ,Raditya Dika,752,4681974,592937491,Akun Youtube Official dari Raditya Dika.,True,"['Akun', 'Youtube', 'Official', 'dari', 'Raditya', 'Dika']"
1030,4543,"4,544th",B+ ,LuL Gaming,222,963290,234387744,"We Do It For Teh LuLz.

Channel is run by LuL Wolf

Leader
LuL Wolf http://www.youtube.com/user/TheWolfCave

Co-Leader
LuL Dragon http://www.youtube.com/user/ICanHazGameReviewz

Members
LuL Mickey http://www.youtube.com/user/mickmasterr
LuL Smexicle http://www.youtube.com/user/CptSmexicle
LuL Jigglypuf http://www.youtube.com/user/TSKInsanity
LuL Smurf http://www.youtube.com/user/bubbleman134
LuL Hypnosis http://www.youtube.com/user/xPeLHypnosis

GFX Designer
LuL Wolf http://www.youtube.com/user/TheWolfCave

If you have any questions, send us a message on Youtube.",True,"['We', 'Do', 'It', 'For', 'Teh', 'LuLz', 'Channel', 'is', 'run', 'by', 'LuL', 'Wolf', 'Leader', 'LuL', 'Wolf', 'LuL', 'Dragon', 'Members', 'LuL', 'Mickey', 'LuL', 'Smexicle', 'LuL', 'Jigglypuf', 'LuL', 'Smurf', 'LuL', 'Hypnosis', 'GFX', 'Designer', 'LuL', 'Wolf', 'If', 'you', 'have', 'any', 'questions', 'send', 'us', 'a', 'message', 'on', 'Youtube']"
1031,4552,"4,553rd",B+ ,MagmaMusen,517,2759333,655748514,Hi. This is a family-friendly channel where I upload Minecraft tutorials and videos about things you didn't know about Minecraft! Hope you enjoy them. :),True,"['Hi', 'This', 'is', 'a', 'channel', 'where', 'I', 'upload', 'Minecraft', 'tutorials', 'and', 'videos', 'about', 'things', 'you', 'did', 'know', 'about', 'Minecraft', 'Hope', 'you', 'enjoy', 'them']"
1032,4557,"4,558th",B+ ,dangmattsmith,413,6556994,929109981,"Just a boy being himself and trying to make you laugh. New videos Wednesdays at 3pm PST / 6pm EST and Saturdays at 1pm PST / 4pm EST! What I do: Try Not To Laugh Challenges , Daily Vlogs , Family Friendly Videos , Reactions , Funniest Kid Test Answers , Compilation Funny Videos , Cringey Musical.ly , and Skits :)

FOLLOW ME ON INSTAGRAM: @DangMattSmith
http://Instagram.com/DangMattSmith
FOLLOW ME ON TWITTER: @DangMattSmith
https://Twitter.com/DangMattSmith
FOLLOW ME ON MUSICAL.LY: DangMattSmith
SNAP ME! I SNAP BACK: DangMattSmith1
FACEBOOK.com/DangMattSmith
https://Facebook.com/DangMattSmith

ATTENTION: My business e-mail for opportunities and inquiries is:

dangmattsmith1@gmail.com",True,"['Just', 'a', 'boy', 'being', 'himself', 'and', 'trying', 'to', 'make', 'you', 'laugh', 'New', 'videos', 'Wednesdays', 'at', '3pm', 'PST', '6pm', 'EST', 'and', 'Saturdays', 'at', '1pm', 'PST', '4pm', 'EST', 'What', 'I', 'do', 'Try', 'Not', 'To', 'Laugh', 'Challenges', 'Daily', 'Vlogs', 'Family', 'Friendly', 'Videos', 'Reactions', 'Funniest', 'Kid', 'Test', 'Answers', 'Compilation', 'Funny', 'Videos', 'Cringey', 'and', 'Skits', 'FOLLOW', 'ME', 'ON', 'INSTAGRAM', 'DangMattSmith', 'FOLLOW', 'ME', 'ON', 'TWITTER', 'DangMattSmith', 'FOLLOW', 'ME', 'ON', 'DangMattSmith', 'SNAP', 'ME', 'I', 'SNAP', 'BACK', 'DangMattSmith1', 'ATTENTION', 'My', 'business', 'for', 'opportunities', 'and', 'inquiries', 'is', 'dangmattsmith1']"
1033,4562,"4,563rd",B+ ,RD Gameplay,1504,2235470,323127866,We give game tipps for the peoples that like games,True,"['We', 'give', 'game', 'tipps', 'for', 'the', 'peoples', 'that', 'like', 'games']"
1034,4564,"4,565th",B+ ,MaviSlime,421,763262,424773536,"Ben Aykut. 24/06/1997 dogumluyum. Istanbul'da yasyorum. MaviSlime kanaln 3 Haziran 2014 tarihinde kurdum. Bu kanalda eglenceli oyun videolar cekiyorum.
----------------------------------------------------------------

{ Bilgisayarm }

- Urun: Laptop

- Ram: 16 GB DDR3

- Islemci: Intel(R) Core(TM) i7

- Isletim Sistemi: Windows 10 Pro

- Ekran Kart: NVIDIA GEFORGE GT 730M

----------------------------------------------------------------

{ Ekipmanlarm }

- Mikrofon: Rode NT-USB

- Webcam: Logitech C270 HD

- Kulaklk: Razer Kraken Pro V2

- Mouse: Razer DeathAdder Elite

- Klavye: Razer BlackWidow Chroma V2

----------------------------------------------------------------

{ Kullandgm Programlar }

- Fraps: Video Kayt

- Audacity: Ses Kayt

- Camtasia Studio 8: Video Edit

- Open Broadcaster: Facecam Edit

- Adobe Photoshop CS6: Resim Edit

----------------------------------------------------------------",False,"['Ben', 'Aykut', 'dogumluyum', 'yasyorum', 'MaviSlime', 'kanaln', '3', 'Haziran', '2014', 'tarihinde', 'kurdum', 'Bu', 'kanalda', 'eglenceli', 'oyun', 'videolar', 'cekiyorum', 'Bilgisayarm', 'Urun', 'Laptop', 'Ram', '16', 'GB', 'DDR3', 'Islemci', 'Intel', 'R', 'Core', 'TM', 'i7', 'Isletim', 'Sistemi', 'Windows', '10', 'Pro', 'Ekran', 'Kart', 'NVIDIA', 'GEFORGE', 'GT', '730M', 'Ekipmanlarm', 'Mikrofon', 'Rode', 'Webcam', 'Logitech', 'C270', 'HD', 'Kulaklk', 'Razer', 'Kraken', 'Pro', 'V2', 'Mouse', 'Razer', 'DeathAdder', 'Elite', 'Klavye', 'Razer', 'BlackWidow', 'Chroma', 'V2', 'Kullandgm', 'Programlar', 'Fraps', 'Video', 'Kayt', 'Audacity', 'Ses', 'Kayt', 'Camtasia', 'Studio', '8', 'Video', 'Edit', 'Open', 'Broadcaster', 'Facecam', 'Edit', 'Adobe', 'Photoshop', 'CS6', 'Resim', 'Edit']"
1035,4567,"4,568th",B+ ,Video Palace,780,618686,341862125,"We dont stop playing because we grow old; we grow old because we stop playing. 


Outdoor, Barbecue, Camp, Military Surplus, Homemade, and Happiness.",True,"['We', 'dont', 'stop', 'playing', 'because', 'we', 'grow', 'old', 'we', 'grow', 'old', 'because', 'we', 'stop', 'playing', 'Outdoor', 'Barbecue', 'Camp', 'Military', 'Surplus', 'Homemade', 'and', 'Happiness']"
1036,4580,"4,581st",B+ ,FaZe Sensei,223,723607,61490471,Osu! Come & kick it with me!,True,"['Osu', 'Come', 'kick', 'it', 'with', 'me']"
1037,4582,"4,583rd",B+ ,START,1145,-- ,39570434,"The new entertainment channel for gamers. From the #1 games media company.

START, your new source for original video entertainment from IGN! From game review roundups with Jessica Chobot, cool things to buy with Naomi Kyle and a comedy Late Night-style show starring IGN editor Greg Miller -- all your favorite people from IGN will be on START!",True,"['The', 'new', 'entertainment', 'channel', 'for', 'gamers', 'From', 'the', '1', 'games', 'media', 'company', 'START', 'your', 'new', 'source', 'for', 'original', 'video', 'entertainment', 'from', 'IGN', 'From', 'game', 'review', 'roundups', 'with', 'Jessica', 'Chobot', 'cool', 'things', 'to', 'buy', 'with', 'Naomi', 'Kyle', 'and', 'a', 'comedy', 'Late', 'show', 'starring', 'IGN', 'editor', 'Greg', 'Miller', 'all', 'your', 'favorite', 'people', 'from', 'IGN', 'will', 'be', 'on', 'START']"
1038,4584,"4,585th",B+ ,LetsPlay,2127,3858133,1908008036,"LetsPlay is the home of the biggest let's plays from Achievement Hunter and their guests from the Let's Play Family including:
- Funhaus
- Cow Chop
- Kinda Funny
- Sugar Pine 7
- Game Attack
- LazarBeam
- Criken
- JT Machinima
- NoahJ456
- and more!!",True,"['LetsPlay', 'is', 'the', 'home', 'of', 'the', 'biggest', 'let', 'plays', 'from', 'Achievement', 'Hunter', 'and', 'their', 'guests', 'from', 'the', 'Let', 'Play', 'Family', 'including', 'Funhaus', 'Cow', 'Chop', 'Kinda', 'Funny', 'Sugar', 'Pine', '7', 'Game', 'Attack', 'LazarBeam', 'Criken', 'JT', 'Machinima', 'NoahJ456', 'and', 'more']"
1039,4588,"4,589th",B+ ,Mas Waditya,488,548866,415510032,"Kumpulan video personal Wahyu Aditya, tentang kreativitas hingga belajar ngasuh 2 anaknya.

TWITTER | @MasWaditya
INSTAGRAM | @MasWaditya
BUSINESS INQUIRIES | arie.octaviani@gmail.com

For YouTube business inquiries related to My video/channel, such as brand's placement, contact: youtube@drm-indonesia.com

Mas Waditya's Youtube is under management of:
dr.m, Indonesia's 1st Certified & Official Youtube MCN
https://servicesdirectory.withyoutube.com/directory/pt-digital-rantai-maya-drm",True,"['Kumpulan', 'video', 'personal', 'Wahyu', 'Aditya', 'tentang', 'kreativitas', 'hingga', 'belajar', 'ngasuh', '2', 'anaknya', 'TWITTER', 'MasWaditya', 'INSTAGRAM', 'MasWaditya', 'BUSINESS', 'INQUIRIES', 'For', 'YouTube', 'business', 'inquiries', 'related', 'to', 'My', 'such', 'as', 'brand', 'placement', 'contact', 'youtube', 'Mas', 'Waditya', 'Youtube', 'is', 'under', 'management', 'of', 'Indonesia', '1st', 'Certified', 'Official', 'Youtube', 'MCN']"
1040,4594,"4,595th",B+ ,mtvlebanon,32174,1230879,773994459,"MTV Lebanon's official YouTube channel.
For more go to http://mtv.com.lb",True,"['MTV', 'Lebanon', 'official', 'YouTube', 'channel', 'For', 'more', 'go', 'to']"
1041,4597,"4,598th",B+ ,DashieGames,2183,4547094,1818655801,Comedy gaming commentary! with A LOT of bad words.,True,"['Comedy', 'gaming', 'commentary', 'with', 'A', 'LOT', 'of', 'bad', 'words']"
1042,4598,"4,599th",B+ ,Animation Cinema,286,667812,197753147,international art animation,True,"['international', 'art', 'animation']"
1043,4606,"4,607th",B+ ,Musas,457,10650095,1354721389,http://musa.poperbu.net,False,[]
1044,4610,"4,611th",B+ ,HeadConcussionTV,137,1319138,799286212,"Official Channel of Jamaican super producer Tarik ""RVSSIAN"" Johnston and his label Head Concussion Records. Subscribe for new music",True,"['Official', 'Channel', 'of', 'Jamaican', 'super', 'producer', 'Tarik', 'RVSSIAN', 'Johnston', 'and', 'his', 'label', 'Head', 'Concussion', 'Records', 'Subscribe', 'for', 'new', 'music']"
1045,4613,"4,614th",B+ ,TheScriptVEVO,111,2520920,1349607477,"The Script on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['The', 'Script', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
1046,4616,"4,617th",B+ ,The Living Tombstone,189,3285685,928632124,"Official YouTube channel of The Living Tombstone

Channel Art by Vivziepop - https://www.youtube.com/user/SpindleHorse

Avatar logo by Tom Trager - https://www.teepublic.com/user/TomTrager

Email copyright@screenwavemedia.com before using my music on YouTube

The Living Tombstone is a musical project which takes elements from the electronic dance genres of today and combining it with rock genre influences.
Its lyrical content is varied from original songs written based on personal experiences, to songs about content I like from different mediums such as movies, shows and video games.",True,"['Official', 'YouTube', 'channel', 'of', 'The', 'Living', 'Tombstone', 'Channel', 'Art', 'by', 'Vivziepop', 'Avatar', 'logo', 'by', 'Tom', 'Trager', 'Email', 'copyright', 'before', 'using', 'my', 'music', 'on', 'YouTube', 'The', 'Living', 'Tombstone', 'is', 'a', 'musical', 'project', 'which', 'takes', 'elements', 'from', 'the', 'electronic', 'dance', 'genres', 'of', 'today', 'and', 'combining', 'it', 'with', 'rock', 'genre', 'influences', 'Its', 'lyrical', 'content', 'is', 'varied', 'from', 'original', 'songs', 'written', 'based', 'on', 'personal', 'experiences', 'to', 'songs', 'about', 'content', 'I', 'like', 'from', 'different', 'mediums', 'such', 'as', 'movies', 'shows', 'and', 'video', 'games']"
1047,4617,"4,618th",B+ ,DJHAMIDAOFFICIEL,84,1400491,398802909,"CHAINE OFFICIELLE DU DJ ""Numero Unooooo""  HOUSE RAIN'B en France
REMIX & INEDITS CHAQUE ANNEE!!!!

NOUVEL ALBUM ""A LA BIEN MIX PARTY 2018"" DISPO: https://djhamida.fanlink.to/ALBMP2018

""A LA BIEN MIX PARTY 2016"" disponible ici :
https://itunes.apple.com/fr/album/dj-hamida-mix-party-2016/id1096080274

""A LA BIEN MIX PARTY 2014"" toujours disponible: 
https://itunes.apple.com/fr/album/a-la-bien-mix-party-2014/id878165282",True,"['CHAINE', 'OFFICIELLE', 'DU', 'DJ', 'Numero', 'Unooooo', 'HOUSE', 'en', 'France', 'REMIX', 'INEDITS', 'CHAQUE', 'ANNEE', 'NOUVEL', 'ALBUM', 'A', 'LA', 'BIEN', 'MIX', 'PARTY', '2018', 'DISPO', 'A', 'LA', 'BIEN', 'MIX', 'PARTY', '2016', 'disponible', 'ici', 'A', 'LA', 'BIEN', 'MIX', 'PARTY', '2014', 'toujours', 'disponible']"
1048,4623,"4,624th",B+ ,NEWS,608,-- ,91974820,",     .    ",False,[]
1049,4625,"4,626th",B+ ,WOW TV,590,856671,534680184,Wow and more,True,"['Wow', 'and', 'more']"
1050,4643,"4,644th",B+ ,Tips Films,931,768707,463071646,"Founded by Kumar Taurani & Ramesh Taurani, Tips Films has made some of the most memorable movies in the history of Indian Cinema. We've made you cry, we've made you smile, we've made you fall in love and we've given you moments you can cherish for the rest of your life. Now we're here to add some zing to your virtual lives!",True,"['Founded', 'by', 'Kumar', 'Taurani', 'Ramesh', 'Taurani', 'Tips', 'Films', 'has', 'made', 'some', 'of', 'the', 'most', 'memorable', 'movies', 'in', 'the', 'history', 'of', 'Indian', 'Cinema', 'We', 'made', 'you', 'cry', 'we', 'made', 'you', 'smile', 'we', 'made', 'you', 'fall', 'in', 'love', 'and', 'we', 'given', 'you', 'moments', 'you', 'can', 'cherish', 'for', 'the', 'rest', 'of', 'your', 'life', 'Now', 'we', 'here', 'to', 'add', 'some', 'zing', 'to', 'your', 'virtual', 'lives']"
1051,4656,"4,657th",B+ ,Gumbal,2763,989730,641245241,"Welcome to the most EPIC supercar channel on YouTube! With more than 3000 supercar videos (and still uploading), you can watch some of the rarest, fastest, loudest, most expensive and most exotic cars in the world. And don't forget that there's a bunch of supercar videos to come! All videos are filmed by me, Hans, a  petrolhead from The Netherlands. GumbalTV is the personal brand of Hans, aka Gumbal, who travels around the world to find out the greatest and most exclusive automotive content possible.   

Disclaimer: The content on my YouTube channel can't be downloaded, published, edited or used without my permission since it's protected by copyright. Copyright infringement is a violation of federal law subject to criminal and civil penalties.

Business enquirers via [info @ gumbal.tv] (No YouTube Proposals please!)",True,"['Welcome', 'to', 'the', 'most', 'EPIC', 'supercar', 'channel', 'on', 'YouTube', 'With', 'more', 'than', '3000', 'supercar', 'videos', 'and', 'still', 'uploading', 'you', 'can', 'watch', 'some', 'of', 'the', 'rarest', 'fastest', 'loudest', 'most', 'expensive', 'and', 'most', 'exotic', 'cars', 'in', 'the', 'world', 'And', 'do', 'forget', 'that', 'there', 'a', 'bunch', 'of', 'supercar', 'videos', 'to', 'come', 'All', 'videos', 'are', 'filmed', 'by', 'me', 'Hans', 'a', 'petrolhead', 'from', 'The', 'Netherlands', 'GumbalTV', 'is', 'the', 'personal', 'brand', 'of', 'Hans', 'aka', 'Gumbal', 'who', 'travels', 'around', 'the', 'world', 'to', 'find', 'out', 'the', 'greatest', 'and', 'most', 'exclusive', 'automotive', 'content', 'possible', 'Disclaimer', 'The', 'content', 'on', 'my', 'YouTube', 'channel', 'ca', 'be', 'downloaded', 'published', 'edited', 'or', 'used', 'without', 'my', 'permission', 'since', 'it', 'protected', 'by', 'copyright', 'Copyright', 'infringement', 'is', 'a', 'violation', 'of', 'federal', 'law', 'subject', 'to', 'criminal', 'and', 'civil', 'penalties', 'Business', 'enquirers', 'via', 'info', 'No', 'YouTube', 'Proposals', 'please']"
1052,4683,"4,684th",B+ ,NeYoVEVO,130,2431139,1740459500,"Ne-Yo on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
1053,4685,"4,686th",B+ ,OneTwo,110,1292032,274800465,Enjoy.,True,['Enjoy']
1054,4702,"4,703rd",B+ ,LaSabri,1093,1502901,356090373,"THE WORLD OF MELANIE C...
SHE S A GREAT ARTIST... AND A GREAT PERSON...

SHE S A PERFECT WOMAN...;)",True,"['THE', 'WORLD', 'OF', 'MELANIE', 'C', 'SHE', 'S', 'A', 'GREAT', 'ARTIST', 'AND', 'A', 'GREAT', 'PERSON', 'SHE', 'S', 'A', 'PERFECT', 'WOMAN']"
1055,4713,"4,714th",B+ ,Machinima,24260,12462363,4366599198,"Machinima is the most notorious purveyor and cultivator of fandom and gamer culture. 

This channel features current popular content such as BFFs, Super Best Friends Play, Christopher Walkenthrough, along with classics like Gamepoop, Arby""n"" the Chief, Sanity Not Included, and more. 

BFFs is an animated comedy series by Hank and Jed Movie Pictures, about players in an online multiplayer world that must cope with having the world's worst noob as a teammate.

Super Best Friends Play brings together best friends Matt, Pat, and Woolie, who all share a passion for playing video games and having a good time.  

Walkenthrough is a video game based show, revolving around the impersonations of Christopher Walken, Morgan Freeman, Barack Obama, Donald Trump, and more. 

Gamerpoop, by Mans1ay3r is a skillful re-editing of conversations and random encounters in video games for hilarious results!",True,"['Machinima', 'is', 'the', 'most', 'notorious', 'purveyor', 'and', 'cultivator', 'of', 'fandom', 'and', 'gamer', 'culture', 'This', 'channel', 'features', 'current', 'popular', 'content', 'such', 'as', 'BFFs', 'Super', 'Best', 'Friends', 'Play', 'Christopher', 'Walkenthrough', 'along', 'with', 'classics', 'like', 'Gamepoop', 'Arby', 'n', 'the', 'Chief', 'Sanity', 'Not', 'Included', 'and', 'more', 'BFFs', 'is', 'an', 'animated', 'comedy', 'series', 'by', 'Hank', 'and', 'Jed', 'Movie', 'Pictures', 'about', 'players', 'in', 'an', 'online', 'multiplayer', 'world', 'that', 'must', 'cope', 'with', 'having', 'the', 'world', 'worst', 'noob', 'as', 'a', 'teammate', 'Super', 'Best', 'Friends', 'Play', 'brings', 'together', 'best', 'friends', 'Matt', 'Pat', 'and', 'Woolie', 'who', 'all', 'share', 'a', 'passion', 'for', 'playing', 'video', 'games', 'and', 'having', 'a', 'good', 'time', 'Walkenthrough', 'is', 'a', 'video', 'game', 'based', 'show', 'revolving', 'around', 'the', 'impersonations', 'of', 'Christopher', 'Walken', 'Morgan', 'Freeman', 'Barack', 'Obama', 'Donald', 'Trump', 'and', 'more', 'Gamerpoop', 'by', 'Mans1ay3r', 'is', 'a', 'skillful', 'of', 'conversations', 'and', 'random', 'encounters', 'in', 'video', 'games', 'for', 'hilarious', 'results']"
1056,4718,"4,719th",B+ ,luisitorey,544,8568122,1467335235,"Hola soy Luisito Rey. Si, el que lloro en la isla, el que gano Parodiando con Facundo, el del w2mcrew, el que tuvo un pequeno romance con Shakira y despues se caso con la #EsposaTroll para despues engendrar de mis entranas a la Princesa Regina.
En este canal hacemos un critica seria a los temas de los que que vale la pena hablar. SUSCRIBETE y olvidate de los problemas :)",False,"['Hola', 'soy', 'Luisito', 'Rey', 'Si', 'el', 'que', 'lloro', 'en', 'la', 'isla', 'el', 'que', 'gano', 'Parodiando', 'con', 'Facundo', 'el', 'del', 'w2mcrew', 'el', 'que', 'tuvo', 'un', 'pequeno', 'romance', 'con', 'Shakira', 'y', 'despues', 'se', 'caso', 'con', 'la', 'EsposaTroll', 'para', 'despues', 'engendrar', 'de', 'mis', 'entranas', 'a', 'la', 'Princesa', 'Regina', 'En', 'este', 'canal', 'hacemos', 'un', 'critica', 'seria', 'a', 'los', 'temas', 'de', 'los', 'que', 'que', 'vale', 'la', 'pena', 'hablar', 'SUSCRIBETE', 'y', 'olvidate', 'de', 'los', 'problemas']"
1057,4728,"4,729th",B+ ,The Icing Artist,263,2445589,510079162,"Laurie Shannon ""The Icing Artist"" teaches the easy way to make WOW-worthy desserts with just a few simple tools and ingredients.  Even the non-bakers will fall in love with the captivating and satisfying way Laurie makes her amazing creations.  Constantly reinventing cakes and playing off (and poking fun at!) trends, there is always something new and exciting on The Icing Artist!

NEW yummy videos every week!

FOLLOW ME:
Facebook- https://www.facebook.com/laurietheicingartist
Instagram- www.instagram.com/theicingartist.laurie

Have a cake question??? Shoot me an email!
theicingartist@hotmail.com",True,"['Laurie', 'Shannon', 'The', 'Icing', 'Artist', 'teaches', 'the', 'easy', 'way', 'to', 'make', 'desserts', 'with', 'just', 'a', 'few', 'simple', 'tools', 'and', 'ingredients', 'Even', 'the', 'will', 'fall', 'in', 'love', 'with', 'the', 'captivating', 'and', 'satisfying', 'way', 'Laurie', 'makes', 'her', 'amazing', 'creations', 'Constantly', 'reinventing', 'cakes', 'and', 'playing', 'off', 'and', 'poking', 'fun', 'at', 'trends', 'there', 'is', 'always', 'something', 'new', 'and', 'exciting', 'on', 'The', 'Icing', 'Artist', 'NEW', 'yummy', 'videos', 'every', 'week', 'FOLLOW', 'ME', 'Have', 'a', 'cake', 'question', 'Shoot', 'me', 'an', 'email', 'theicingartist']"
1058,4735,"4,736th",B+ ,foofightersVEVO,70,1420511,1176078631,"Foo Fighters on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Foo', 'Fighters', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
1059,4740,"4,741st",B+ ,DaftPunkVEVO,14,2425693,799380228,"Daft Punk on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Daft', 'Punk', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
1060,4742,"4,743rd",B+ ,USA TODAY,19952,716126,830297926,"Smarter. Faster. More Colorful.

Subscribe for daily videos to keep you in the know.",True,"['Smarter', 'Faster', 'More', 'Colorful', 'Subscribe', 'for', 'daily', 'videos', 'to', 'keep', 'you', 'in', 'the', 'know']"
